PerceptionOfWeight,BMIPCT,WeightPerception
4,89.78692125,Slightly overweight
3,23.90166614,About the right weight
3,42.35560365,About the right weight
4,60.47847891,Slightly overweight
3,68.81281941,About the right weight
2,23.90166614,Slightly underweight
3,66.58024971,About the right weight
3,64.48479627,About the right weight
3,55.49169732,About the right weight
4,92.76540444,Slightly overweight
3,36.28455135,About the right weight
3,65.88789673,About the right weight
4,99.09823798,Slightly overweight
3,80.59668985,About the right weight
4,85.2749939,Slightly overweight
3,86.21712684,About the right weight
1,31.07256054,Very underweight
4,99.02969173,Slightly overweight
3,72.6086341,About the right weight
4,93.98925052,Slightly overweight
3,86.49394929,About the right weight
2,24.09916308,Slightly underweight
4,94.58352645,Slightly overweight
4,98.76650545,Slightly overweight
2,42.28388655,Slightly underweight
4,98.24531493,Slightly overweight
3,33.86369686,About the right weight
3,92.15061128,About the right weight
4,93.16295097,Slightly overweight
3,85.8509833,About the right weight
5,98.16865107,Very overweight
3,74.69115727,About the right weight
3,66.99718709,About the right weight
3,48.05850021,About the right weight
3,13.9696424,About the right weight
3,42.06321618,About the right weight
3,47.13837771,About the right weight
3,73.05961868,About the right weight
3,79.68545682,About the right weight
2,52.08583923,Slightly underweight
3,72.03344585,About the right weight
2,79.67120611,Slightly underweight
3,89.6840555,About the right weight
3,3.548745995,About the right weight
2,9.226937862,Slightly underweight
3,78.8652418,About the right weight
4,67.03684366,Slightly overweight
3,95.16477977,About the right weight
3,96.53495056,About the right weight
2,29.69965869,Slightly underweight
3,45.29941242,About the right weight
5,89.49645079,Very overweight
4,97.9086358,Slightly overweight
3,55.79291405,About the right weight
2,25.95924631,Slightly underweight
3,62.69465422,About the right weight
2,9.166422739,Slightly underweight
3,47.13225379,About the right weight
2,70.21684634,Slightly underweight
3,16.77923646,About the right weight
4,90.27931362,Slightly overweight
4,91.78639402,Slightly overweight
3,68.80335871,About the right weight
3,35.04876286,About the right weight
1,98.48215744,Very underweight
4,79.66153065,Slightly overweight
3,92.44021606,About the right weight
3,35.48942561,About the right weight
2,13.40735768,Slightly underweight
4,92.53251623,Slightly overweight
3,45.71374899,About the right weight
3,84.4582919,About the right weight
3,53.24794021,About the right weight
3,83.57086706,About the right weight
4,90.83184734,Slightly overweight
4,45.23145513,Slightly overweight
3,94.36688785,About the right weight
3,80.10329033,About the right weight
3,67.1343223,About the right weight
3,61.17255793,About the right weight
3,78.31747374,About the right weight
3,73.34615457,About the right weight
3,53.50194471,About the right weight
3,37.25949068,About the right weight
2,69.84285364,Slightly underweight
3,90.05873305,About the right weight
3,35.93437682,About the right weight
3,81.32008459,About the right weight
1,8.934316669,Very underweight
4,99.35762909,Slightly overweight
3,89.82347469,About the right weight
3,53.6985542,About the right weight
4,98.57848685,Slightly overweight
4,89.23253452,Slightly overweight
3,63.97414542,About the right weight
3,36.46577286,About the right weight
4,68.0682032,Slightly overweight
3,52.22408981,About the right weight
3,41.86935632,About the right weight
3,43.19281437,About the right weight
5,98.07642499,Very overweight
3,62.71457269,About the right weight
3,37.60087813,About the right weight
5,98.70126143,Very overweight
4,64.2100524,Slightly overweight
2,38.53470375,Slightly underweight
3,58.54997123,About the right weight
3,90.33036536,About the right weight
3,58.54997123,About the right weight
3,76.63590883,About the right weight
4,38.18531901,Slightly overweight
3,64.9623322,About the right weight
3,83.86594073,About the right weight
3,50.27447135,About the right weight
3,16.01481832,About the right weight
4,77.43637316,Slightly overweight
3,76.28817411,About the right weight
4,84.67610222,Slightly overweight
3,73.92695074,About the right weight
3,75.19016686,About the right weight
5,90.83906742,Very overweight
3,85.37984953,About the right weight
4,56.79061795,Slightly overweight
3,33.66779009,About the right weight
4,78.85919128,Slightly overweight
4,90.63414561,Slightly overweight
3,82.19258456,About the right weight
3,85.71224216,About the right weight
3,5.259849103,About the right weight
3,40.43646118,About the right weight
3,33.95463725,About the right weight
4,85.24612213,Slightly overweight
4,87.1621065,Slightly overweight
3,38.68988246,About the right weight
4,87.66542983,Slightly overweight
2,2.376856943,Slightly underweight
3,45.37329807,About the right weight
4,74.42424318,Slightly overweight
3,52.12369341,About the right weight
2,17.57936474,Slightly underweight
2,45.29941242,Slightly underweight
2,80.05711002,Slightly underweight
3,80.97504778,About the right weight
4,87.12890032,Slightly overweight
3,93.60682849,About the right weight
3,88.10213665,About the right weight
3,36.67117542,About the right weight
3,81.96841613,About the right weight
3,87.46239785,About the right weight
3,72.22436715,About the right weight
2,74.20425736,Slightly underweight
2,57.85683861,Slightly underweight
4,98.92811599,Slightly overweight
4,97.72309608,Slightly overweight
3,48.66934789,About the right weight
3,45.06024111,About the right weight
3,70.9230108,About the right weight
3,72.66703407,About the right weight
3,60.75872902,About the right weight
4,89.78692125,Slightly overweight
3,30.54443285,About the right weight
3,58.09322257,About the right weight
3,64.48479627,About the right weight
3,74.18674572,About the right weight
3,81.20841596,About the right weight
4,84.19463662,Slightly overweight
3,81.16568453,About the right weight
3,58.8744133,About the right weight
4,83.95952719,Slightly overweight
3,66.16040353,About the right weight
4,95.12950717,Slightly overweight
3,33.66779009,About the right weight
3,47.9840088,About the right weight
3,77.17514356,About the right weight
3,93.99215342,About the right weight
4,35.74194696,Slightly overweight
2,31.37615111,Slightly underweight
3,41.37528523,About the right weight
4,79.57774669,Slightly overweight
4,95.02826581,Slightly overweight
2,7.032419398,Slightly underweight
4,98.18278369,Slightly overweight
3,53.65951294,About the right weight
2,13.25816408,Slightly underweight
3,70.84066228,About the right weight
3,62.95970228,About the right weight
3,74.22155378,About the right weight
4,84.71523724,Slightly overweight
3,71.79758191,About the right weight
3,48.82355055,About the right weight
4,83.07923933,Slightly overweight
4,96.62415739,Slightly overweight
3,62.19393818,About the right weight
3,97.76629197,About the right weight
4,99.3755774,Slightly overweight
5,99.38690541,Very overweight
4,96.98288299,Slightly overweight
4,98.35931481,Slightly overweight
4,41.76200357,Slightly overweight
4,92.28659902,Slightly overweight
3,90.98123106,About the right weight
3,94.73738662,About the right weight
3,76.74440845,About the right weight
2,21.16741012,Slightly underweight
3,68.33176627,About the right weight
3,82.63365599,About the right weight
3,69.42430866,About the right weight
3,80.98353667,About the right weight
3,47.57670396,About the right weight
4,72.86170979,Slightly overweight
3,70.57774417,About the right weight
3,47.57670396,About the right weight
3,59.84743653,About the right weight
4,83.93878579,Slightly overweight
3,59.20569812,About the right weight
3,63.18796467,About the right weight
3,70.79270495,About the right weight
3,57.60270767,About the right weight
4,94.68291579,Slightly overweight
4,67.65550199,Slightly overweight
2,10.29504479,Slightly underweight
3,83.39755602,About the right weight
3,72.36220244,About the right weight
4,92.48084439,Slightly overweight
3,33.25918052,About the right weight
3,58.68473082,About the right weight
4,88.08579404,Slightly overweight
2,8.127031697,Slightly underweight
3,65.19757361,About the right weight
3,61.69382467,About the right weight
3,20.7059452,About the right weight
3,72.21362837,About the right weight
4,89.95460086,Slightly overweight
3,41.5155192,About the right weight
3,72.95938936,About the right weight
3,64.96446681,About the right weight
4,96.05391791,Slightly overweight
3,70.79270495,About the right weight
3,21.83181039,About the right weight
2,1.741250386,Slightly underweight
4,98.72004865,Slightly overweight
3,55.76898634,About the right weight
3,46.18021898,About the right weight
4,85.03453453,Slightly overweight
3,78.13156862,About the right weight
3,16.98469111,About the right weight
3,37.57997923,About the right weight
4,89.52466745,Slightly overweight
3,82.37580436,About the right weight
1,25.01115187,Very underweight
4,97.54850216,Slightly overweight
3,61.11298954,About the right weight
3,70.75265862,About the right weight
3,35.75781836,About the right weight
3,52.22408981,About the right weight
3,91.76883047,About the right weight
2,25.42919289,Slightly underweight
4,83.70105037,Slightly overweight
2,30.25945079,Slightly underweight
2,29.08833714,Slightly underweight
3,50.96761568,About the right weight
3,73.35516615,About the right weight
2,25.61355879,Slightly underweight
2,19.45471173,Slightly underweight
3,38.28337982,About the right weight
3,48.21839695,About the right weight
4,98.95494589,Slightly overweight
3,47.57670396,About the right weight
3,38.60495566,About the right weight
3,45.74688984,About the right weight
2,15.09500065,Slightly underweight
4,57.31734359,Slightly overweight
3,71.88874208,About the right weight
3,83.65146996,About the right weight
4,96.97120208,Slightly overweight
5,99.25091611,Very overweight
4,82.0816602,Slightly overweight
